product,sector,year,import,export,Surplus / Deficit
Crude oil,Oil merchandise,2005,2844.2,3213.8,369.6
Crude oil,Oil merchandise,2006,1560.2,3128.3,1568.1
Crude oil,Oil merchandise,2007,5086,4910.5,-175.5
Crude oil,Oil merchandise,2008,2613,4004.3,1391.3
Crude oil,Oil merchandise,2009,1876.7,4475,2598.3
Crude oil,Oil merchandise,2010,2334,5662,3328
Crude oil,Oil merchandise,2011,2050.9,5211,3160.1
Crude oil,Oil merchandise,2012,2665,7303.2,4638.2
Crude oil,Oil merchandise,2013,2093,7715,5622
Crude oil,Oil merchandise,2014,2492.4,6158.2,3665.8
Crude oil,Oil merchandise,2015,910.7,3557.9,2647.2
Crude oil,Oil merchandise,2016,1898.9,3876,1977.1
Crude oil,Oil merchandise,2017,2534.4,4600.8,2066.4
Crude oil,Oil merchandise,2018,2567.8,4851.3,2283.5
Crude oil,Oil merchandise,2019,4286.3,3245,-1041.3
Crude oil,Oil merchandise,2020,3439,2677.8,-761.2
Crude oil,Oil merchandise,2021,4525,3845.3,-679.7
Crude oil,Oil merchandise,2022,3277.8,2332.6,-945.2
Oil products,Oil merchandise,2005,2361.8,3218.6,856.8
Oil products,Oil merchandise,2006,2421.6,3319.1,897.5
Oil products,Oil merchandise,2007,4475,4756.1,281.1
Oil products,Oil merchandise,2008,3993.5,2818.2,-1175.3
Oil products,Oil merchandise,2009,2921.3,2623.6,-297.7
Oil products,Oil merchandise,2010,6447.6,3458.3,-2989.3
Oil products,Oil merchandise,2011,8915.6,2771,-6144.6
Oil products,Oil merchandise,2012,8680.7,2885.5,-5795.2
Oil products,Oil merchandise,2013,10556.8,3172.1,-7384.7
Oil products,Oil merchandise,2014,9230.4,1953.1,-7277.3
Oil products,Oil merchandise,2015,6138.5,1741.4,-4397.1
Oil products,Oil merchandise,2016,7391,2202.3,-5188.7
Oil products,Oil merchandise,2017,7951.6,3490.4,-4461.2
Oil products,Oil merchandise,2018,8122.7,4824,-3298.7
Oil products,Oil merchandise,2019,4348.5,3916.3,-432.2
Oil products,Oil merchandise,2020,4190.2,4281.6,91.4
Oil products,Oil merchandise,2021,7227.1,5006.6,-2220.5
Oil products,Oil merchandise,2022,7643.1,3198.8,-4444.3
Bunker and jet fuel,Oil merchandise,2005,153.2,981,827.8
Bunker and jet fuel,Oil merchandise,2006,146.1,952,805.9
Bunker and jet fuel,Oil merchandise,2007,0,1540,1540
Bunker and jet fuel,Oil merchandise,2008,425.8,1087,661.2
Bunker and jet fuel,Oil merchandise,2009,363,934,571
Bunker and jet fuel,Oil merchandise,2010,480.4,1110,629.6
Bunker and jet fuel,Oil merchandise,2011,808,1283,475
Bunker and jet fuel,Oil merchandise,2012,778.5,1230,451.5
Bunker and jet fuel,Oil merchandise,2013,470.1,832,361.9
Bunker and jet fuel,Oil merchandise,2014,342.3,709.8,367.5
Bunker and jet fuel,Oil merchandise,2015,237,355.5,118.5
Bunker and jet fuel,Oil merchandise,2016,243.6,278.7,35.1
Bunker and jet fuel,Oil merchandise,2017,261.8,519.4,257.6
Bunker and jet fuel,Oil merchandise,2018,318.4,760.4,442
Bunker and jet fuel,Oil merchandise,2019,266.1,600.9,334.8
Bunker and jet fuel,Oil merchandise,2020,210.7,313,102.3
Bunker and jet fuel,Oil merchandise,2021,260.9,935.5,674.6
Bunker and jet fuel,Oil merchandise,2022,237.7,1083.4,845.7
Natural gas,Oil merchandise,2005,0,2809,2809
Natural gas,Oil merchandise,2006,0,2708.5,2708.5
Natural gas,Oil merchandise,2007,0,3266,3266
Natural gas,Oil merchandise,2008,0,3095,3095
Natural gas,Oil merchandise,2009,0,2226,2226
Natural gas,Oil merchandise,2010,0,1905.4,1905.4
Natural gas,Oil merchandise,2011,0,1960,1960
Natural gas,Oil merchandise,2012,0,1604.3,1604.3
Natural gas,Oil merchandise,2013,127,636.8,509.8
Natural gas,Oil merchandise,2014,301,70.8,-230.2
Natural gas,Oil merchandise,2015,2007.4,19.5,-1987.9
Natural gas,Oil merchandise,2016,2482,232.5,-2249.5
Natural gas,Oil merchandise,2017,1742,162.4,-1579.6
Natural gas,Oil merchandise,2018,540,1121.3,581.3
Natural gas,Oil merchandise,2019,0,717.7,717.7
Natural gas,Oil merchandise,2020,764,1324.8,560.8
Natural gas,Oil merchandise,2021,1531.6,8189.8,6658.2
Natural gas,Oil merchandise,2022,2247.9,7201.7,4953.8
Meat and preparations thereof,Foodstuff merchandise,2005,241.9,4,-237.9
Meat and preparations thereof,Foodstuff merchandise,2006,476.1,61.7,-414.4
Meat and preparations thereof,Foodstuff merchandise,2007,507.4,2.9,-504.5
Meat and preparations thereof,Foodstuff merchandise,2008,515.8,19.5,-496.3
Meat and preparations thereof,Foodstuff merchandise,2009,623.3,8.6,-614.7
Meat and preparations thereof,Foodstuff merchandise,2010,1001.1,9.9,-991.2
Meat and preparations thereof,Foodstuff merchandise,2011,872.3,15.8,-856.5
Meat and preparations thereof,Foodstuff merchandise,2012,989.9,18.6,-971.3
Meat and preparations thereof,Foodstuff merchandise,2013,1078.5,11.7,-1066.8
Meat and preparations thereof,Foodstuff merchandise,2014,1029.1,18,-1011.1
Meat and preparations thereof,Foodstuff merchandise,2015,996.8,17.1,-979.7
Meat and preparations thereof,Foodstuff merchandise,2016,938.5,14,-924.5
Meat and preparations thereof,Foodstuff merchandise,2017,1142.3,16,-1126.3
Meat and preparations thereof,Foodstuff merchandise,2018,886.9,11.5,-875.4
Meat and preparations thereof,Foodstuff merchandise,2019,862.1,13.7,-848.4
Meat and preparations thereof,Foodstuff merchandise,2020,1048.2,9.1,-1039.1
Meat and preparations thereof,Foodstuff merchandise,2021,1559.2,13.3,-1545.9
Meat and preparations thereof,Foodstuff merchandise,2022,982.4,66.5,-915.9
Fish and preparations thereof,Foodstuff merchandise,2005,102.9,6.8,-96.1
Fish and preparations thereof,Foodstuff merchandise,2006,155.5,7.9,-147.6
Fish and preparations thereof,Foodstuff merchandise,2007,204.1,10.7,-193.4
Fish and preparations thereof,Foodstuff merchandise,2008,227.2,6.4,-220.8
Fish and preparations thereof,Foodstuff merchandise,2009,340.5,7.9,-332.6
Fish and preparations thereof,Foodstuff merchandise,2010,343.1,16,-327.1
Fish and preparations thereof,Foodstuff merchandise,2011,374.5,20.2,-354.3
Fish and preparations thereof,Foodstuff merchandise,2012,422,19.3,-402.7
Fish and preparations thereof,Foodstuff merchandise,2013,390.7,20,-370.7
Fish and preparations thereof,Foodstuff merchandise,2014,416.8,21.3,-395.5
Fish and preparations thereof,Foodstuff merchandise,2015,284.8,20.9,-263.9
Fish and preparations thereof,Foodstuff merchandise,2016,578.2,302.6,-275.6
Fish and preparations thereof,Foodstuff merchandise,2017,614.1,230.3,-383.8
Fish and preparations thereof,Foodstuff merchandise,2018,659.7,256.1,-403.6
Fish and preparations thereof,Foodstuff merchandise,2019,684.1,219.1,-465
Fish and preparations thereof,Foodstuff merchandise,2020,661.5,218.8,-442.7
Fish and preparations thereof,Foodstuff merchandise,2021,878.7,249.1,-629.6
Fish and preparations thereof,Foodstuff merchandise,2022,540.7,259,-281.7
Dairy products and eggs,Foodstuff merchandise,2005,105.9,20.4,-85.5
Dairy products and eggs,Foodstuff merchandise,2006,187.4,39.5,-147.9
Dairy products and eggs,Foodstuff merchandise,2007,318.2,79.2,-239
Dairy products and eggs,Foodstuff merchandise,2008,359.4,162.6,-196.8
Dairy products and eggs,Foodstuff merchandise,2009,401,166.1,-234.9
Dairy products and eggs,Foodstuff merchandise,2010,473.2,169.8,-303.4
Dairy products and eggs,Foodstuff merchandise,2011,629.7,195.4,-434.3
Dairy products and eggs,Foodstuff merchandise,2012,547.4,241.7,-305.7
Dairy products and eggs,Foodstuff merchandise,2013,615.1,280.9,-334.2
Dairy products and eggs,Foodstuff merchandise,2014,538.5,310.3,-228.2
Dairy products and eggs,Foodstuff merchandise,2015,536.8,284.5,-252.3
Dairy products and eggs,Foodstuff merchandise,2016,343.6,720.1,376.5
Dairy products and eggs,Foodstuff merchandise,2017,343.9,833,489.1
Dairy products and eggs,Foodstuff merchandise,2018,467.3,904.6,437.3
Dairy products and eggs,Foodstuff merchandise,2019,528.8,1056.3,527.5
Dairy products and eggs,Foodstuff merchandise,2020,597.1,1057.8,460.7
Dairy products and eggs,Foodstuff merchandise,2021,585.4,1134.9,549.5
Dairy products and eggs,Foodstuff merchandise,2022,437.4,1413.2,975.8
Fruits,Foodstuff merchandise,2005,29.4,69.8,40.4
Fruits,Foodstuff merchandise,2006,26.5,67.9,41.4
Fruits,Foodstuff merchandise,2007,47.6,143.1,95.5
Fruits,Foodstuff merchandise,2008,50.7,112,61.3
Fruits,Foodstuff merchandise,2009,123.2,176.3,53.1
Fruits,Foodstuff merchandise,2010,150.5,201.2,50.7
Fruits,Foodstuff merchandise,2011,155.1,184.8,29.7
Fruits,Foodstuff merchandise,2012,160.1,226.9,66.8
Fruits,Foodstuff merchandise,2013,196.5,267.4,70.9
Fruits,Foodstuff merchandise,2014,253.1,383.8,130.7
Fruits,Foodstuff merchandise,2015,232.5,476.2,243.7
Fruits,Foodstuff merchandise,2016,1140.8,144,-996.8
Fruits,Foodstuff merchandise,2017,1039.3,106.6,-932.7
Fruits,Foodstuff merchandise,2018,1058.4,121,-937.4
Fruits,Foodstuff merchandise,2019,1295.1,200.6,-1094.5
Fruits,Foodstuff merchandise,2020,1258.8,370.7,-888.1
Fruits,Foodstuff merchandise,2021,1885.7,310.8,-1574.9
Fruits,Foodstuff merchandise,2022,1271.3,165.8,-1105.5
Tea,Foodstuff merchandise,2005,88.1,2.9,-85.2
Tea,Foodstuff merchandise,2006,96,2,-94
Tea,Foodstuff merchandise,2007,200.4,5.4,-195
Tea,Foodstuff merchandise,2008,164.8,5.8,-159
Tea,Foodstuff merchandise,2009,194.5,14.7,-179.8
Tea,Foodstuff merchandise,2010,152.7,12.1,-140.6
Tea,Foodstuff merchandise,2011,180.1,12.7,-167.4
Tea,Foodstuff merchandise,2012,239.4,14,-225.4
Tea,Foodstuff merchandise,2013,239.9,18.1,-221.8
Tea,Foodstuff merchandise,2014,209.8,21.6,-188.2
Tea,Foodstuff merchandise,2015,315.7,44.7,-271
Tea,Foodstuff merchandise,2016,374.9,226.3,-148.6
Tea,Foodstuff merchandise,2017,282.6,166.7,-115.9
Tea,Foodstuff merchandise,2018,240,177,-63
Tea,Foodstuff merchandise,2019,340.3,274.8,-65.5
Tea,Foodstuff merchandise,2020,396.4,388.5,-7.9
Tea,Foodstuff merchandise,2021,422,503.2,81.2
Tea,Foodstuff merchandise,2022,267.5,478.9,211.4
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2005,531.7,11.9,-519.8
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2006,853.2,85.8,-767.4
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2007,1277.7,134.2,-1143.5
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2008,1417.9,150,-1267.9
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2009,1248,113.5,-1134.5
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2010,1497,114.4,-1382.6
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2011,1810.5,123.7,-1686.8
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2012,1533.7,117.5,-1416.2
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2013,1413.7,104.1,-1309.6
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2014,919,86.1,-832.9
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2015,902.8,105.2,-797.6
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2016,428.9,317,-111.9
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2017,710.7,237,-473.7
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2018,343.9,277.2,-66.7
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2019,385.5,255.9,-129.6
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2020,325.9,323.1,-2.8
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2021,447.8,496.5,48.7
"Animal and vegetable fats, greases & oils and products",Foodstuff merchandise,2022,437,427,-10
Raw sugar and its products,Foodstuff merchandise,2005,143.7,52.9,-90.8
Raw sugar and its products,Foodstuff merchandise,2006,132.9,92.1,-40.8
Raw sugar and its products,Foodstuff merchandise,2007,257.5,44.3,-213.2
Raw sugar and its products,Foodstuff merchandise,2008,240.5,74.6,-165.9
Raw sugar and its products,Foodstuff merchandise,2009,321.7,96.2,-225.5
Raw sugar and its products,Foodstuff merchandise,2010,364.2,166.5,-197.7
Raw sugar and its products,Foodstuff merchandise,2011,860.8,133.3,-727.5
